symbol,company_name,longBusinessSummary,industry,sector,country,is_rated_obligor,totalDebt_usd,totalRevenue_usd,Agency Rating,cb_rating,CB pd
FIVE,"Five Below, Inc.","Five Below, Inc. operates as a specialty value retailer in the United States. It offers assortment of classic and novelty candy bars, movie-size box candy, seasonal-related candy, gum, and snack food products, as well as sells chilled drinks through coolers; socks, jewelry, hair accessories, cozy loungewear, and t-shirts; personal care essentials, skincare, fragrance, and branded cosmetics; and party goods, decorations, gag gifts, greeting cards, and every day and special occasion merchandise products. The company also provides personalized living space products, such as lamps, posters, frames, fleece blankets, plush items, pillows, candles, incense, lighting, novelty décor, accent furniture, and related items, as well as provides storage options; assortment of craft activity kits with various arts and crafts supplies, such as markers, paint, canvas, compounds, slime, beads, and stickers; and supplies craft activities and school products. In addition, it offers cell phone cables and chargers, power banks, phone cases and accessories, screen protectors, auto phone accessories, and computer and tablet accessories, as well as earbuds, headphones, and speakers. Further, the company provides assortment of sport balls, sports accessories and fitness products, including hand weights and yoga mats; toys, including brand name board games, puzzles, action figures, construction sets, remote control, collectibles, novelty toys, and plush products; and outdoor toys for the pool and beach. Additionally, it offers seasonally relevant items to use for the occasions and milestones, such as Holiday, Easter, Halloween, Summer, and Back to School. The company was formerly known as Cheap Holdings, Inc. and changed its name to Five Below, Inc. in August 2002. Five Below, Inc. was incorporated in 2002 and is headquartered in Philadelphia, Pennsylvania.",Specialty Retail,Consumer Cyclical,United States,True,1998708992.0,5079221760.0,B+,BB-,0.015
FIX,"Comfort Systems USA, Inc.","Comfort Systems USA, Inc., together with its subsidiaries, provides mechanical and electrical installation, renovation, maintenance, repair, and replacement services for the mechanical and electrical services industry in the United States. The company operates through two segments: Mechanical and Electrical. It offers heating, ventilation, and air conditioning systems, as well as plumbing, electrical, piping and controls, off-site construction, monitoring, and fire protection. The company is also involved in the design, engineering, integration, installation, and start-up of mechanical, electrical, and plumbing (MEP) and related systems in new buildings; and renovation, expansion, maintenance, monitoring, repair, and replacement of systems in existing buildings. In addition, it provides remote monitoring of power usage, temperature, pressure, humidity and air flow for MEP and other building systems. The company serves building owners and developers, general contractors, architects, consulting engineers, and property managers in the commercial, industrial, and institutional markets. Comfort Systems USA, Inc. was founded in 1917 and is headquartered in Houston, Texas.",Engineering & Construction,Industrials,United States,False,303920992.0,10135687168.0,,BBB,0.002
FJE.F,"Fuji Electric Co., Ltd.","Fuji Electric Co., Ltd., together with its subsidiaries, develops power semiconductors and electronics solutions in Japan and internationally. The company operates through Energy, Industry, Semiconductors, and Food and Beverage Distribution segments. The company also offers drivers and controls including AC drives, motors, servo systems, programmable logic controllers, and human machine interface; power supply products, which includes uninterruptible power systems, solar inverters, data centers, regulators, rectifiers, and formers; sensors and measurements, such as instrumentation and radiation monitoring systems; and monitoring and control systems. In addition, it provides distribution and controls, including LV and MV distributions, motor controls, and energy control equipment; transmission and distribution comprising oil-immersed transformers, shunt reactors, cast resin transformers, gas insulated switchgears, MV and LV switchgears, and control centers; and transit systems, which includes tunnel ventilation systems, marine environment protection systems, and electrical equipment for railcars. Further, the company offers thermal and geothermal power generation, nuclear power, and fuel cell; energy management including power system simulator, steel EMS solutions, and boiler combustion solutions; can and PET, multi-purpose, frozen, and coffee machine; and transformers, AC drives, UPS, monitoring and control system upgrades solutions, as well as beverage vending machines, vending machines for food and other goods, store equipment, and currency handling equipment. Additionally, it offers ship and harbor systems, ICT equipment and software, and air conditioning equipment construction. Fuji Electric Co., Ltd. was formerly known as Fuji Electric Holdings Co., Ltd. and changed its name to Fuji Electric Co., Ltd. in 2011. Fuji Electric Co., Ltd. was incorporated in 1923 and is headquartered in Tokyo, Japan.",Electrical Equipment & Parts,Industrials,Japan,False,522779853.42862505,7590773389.998837,,A-,0.001
FJTSY,Fujitsu Limited,"Fujitsu Limited provides digital services in Japan, Europe, the Americas, the Asia Pacific, East Asia, and internationally. The company operates through three segments: Service Solutions, Hardware Solutions, and Ubiquitous Solutions. The company offers consulting services; data driven management; network and communication services; enterprise cyber security; multi cloud and hybrid IT services. It also provides assessment and consultative; SAP landscape, integrated systems; storage solutions; servers; network solutions; infrastructure management; consumption-based IT services; implementation, installation, and integration services. The company serves finance, manufacturing, mobility and transportation, public sectors, resource and energy, and retail industries. Fujitsu Limited has strategic collaboration with NVIDIA Corporation to create full-stack AI infrastructure that integrates AI agents. The company was incorporated in 1935 and is headquartered in Kawasaki, Japan.",Information Technology Services,Technology,Japan,True,822980166.5298386,21660448329.923588,A-,A,0.0008
FK2.F,Expro Group Holdings N.V.,"Expro Group Holdings N.V. provides energy services in North and Latin America, Europe and Sub-Saharan Africa, the Middle East and North Africa, and the Asia-Pacific. It provides well construction products and services, such as technology solutions in tubular running services, tubular products, cementing, drilling, and wellbore cleanup; and well management services comprising well flow management, subsea well access, and well intervention and integrity solutions. The company serves exploration and production companies in onshore and offshore environments. Expro Group Holdings N.V. was founded in 1938 and is based in Houston, Texas.",Oil & Gas Equipment & Services,Energy,United States,False,172351008.0,1583795968.0,,BB+,0.006
FKA.VI,Frauenthal Holding AG,"Frauenthal Holding AG engages in the wholesale of plumbing, heating, and electrical supplies through showrooms, cash and carry stores, and online in Austria and internationally. It operates through Frauenthal Automotive and Frauenthal Trade segments. The company distributes pipeline and valve systems for civil engineering and industry; and bathroom solutions, including ceramics, taps, mirrors, and furniture. It also engages in the renovation of bathrooms; commissioning and maintenance of air conditioning systems and heat pumps; sale of heat pumps and storage products; and installation and sale of photovoltaic systems. In addition, the company manufactures steel, aluminium, and metal components for vehicle bodies, chassis, and brake systems; and produces aluminium, steel, and special steel air tanks. Further, it offers logistics, consulting, and assembly services. The company serves the plumbing, electrical, architecture, and property development industries, as well as construction project managers and municipalities; OEMs and OEM suppliers; passenger vehicle, commercial vehicle, and trailer manufacturers; dealers; and rail, agriculture, and system manufacturers. The company was founded in 1921 and is based in Vienna, Austria. Frauenthal Holding AG is a subsidiary of FT Holding GmbH.",Industrial Distribution,Industrials,Austria,False,156140958.06293488,905894542.8844452,,BBB-,0.003
FKRAF,Fiskars Oyj Abp,"Fiskars Oyj Abp designs, manufactures, and sells consumer products for indoor and outdoor living in Europe, the Americas, and the Asia Pacific. It operates through Vita, Fiskars, and Other segments. The company offers products, including tableware, drinkware, jewelry, and interior products; and gardening, watering, outdoor, scissors and creating, and cooking products. It is also involved in real estate leasing, circular service, cultural, and forest management activities. The company offers its products under the Fiskars, Georg Jensen, Gerber, Iittala, Moomin Arabia, Royal Copenhagen, Waterford, Wedgwood, Arabia, Hackman, Rogaka, Royal Albert, Royal Doulton, and Rörstrand brand name. Fiskars Oyj Abp was founded in 1649 and is headquartered in Espoo, Finland.","Furnishings, Fixtures & Appliances",Consumer Cyclical,Finland,False,723896815.776825,1296504240.0360107,,BBB,0.002
FLEX,Flex Ltd.,"Flex Ltd. provides technology innovation, supply chain, and manufacturing solutions to data center, communications, enterprise, consumer, automotive, industrial, healthcare, industrial, and power industries in the Americas, Asia, and Europe. The company operates through three segments: Integrated Technology Solutions (ITS), Regulated Manufacturing Solutions (RMS), and Cloud and Power Infrastructure (CPI). The ITS segment offers flexible supply and manufacturing solutions for communications, including high-speed networking, enterprise, and satellite communications systems, as well as lifestyle solutions comprising products across commercial, home, and personal product categories. Its RMS segment includes industrial products, such as mission-critical automation, energy, and industrial infrastructure; automotive products, including compute and power electronics platforms and integrated systems; and healthcare products comprising regulated manufacturing for medical devices, drug delivery, and equipment. The CPI segment provides cloud and cooling products, such as integrated compute systems supporting power-dense digital infrastructure deployments and advanced liquid cooling solutions supporting higher-density, power-intensive rack architectures; and power products that include utility- and facility-level electrical infrastructure enabling power delivery and high-density rack- and board-level power systems. The company was formerly known as Flextronics International Ltd. and changed its name to Flex Ltd. in September 2016. Flex Ltd. was founded in 1969 and is headquartered in Austin, Texas.",Electronic Components,Technology,United States,True,4464999936.0,27914000384.0,BBB-,BBB-,0.003
FLO,"Flowers Foods, Inc.","Flowers Foods, Inc. produces and markets packaged bakery food products in the United States. The company's principal products include fresh breads, buns, rolls, snack items, bagels, English muffins, tortillas, baking mixes, and frozen breads and rolls as well as snack items including bars, cakes, cookies, and crackers. The company offers its products under the Nature's Own, DKB, Canyon Bakehouse, Simple Mills, Wonder, and Tastykake brand names. It distributes its products through a direct-store-delivery distribution and a warehouse delivery system, as well as operates bakeries. The company's customers include national and regional restaurants, institutions and foodservice distributors, and retail in-store bakeries; wholesale distributors; mass merchandisers, supermarkets, vending outlets, and convenience stores; quick-serve chains, food wholesalers, institutions, dollar stores, and vending companies; and public health care, military commissaries, and prisons, and other governmental institutions. The company was formerly known as Flowers Industries and changed its name to Flowers Foods, Inc. in 2001. Flowers Foods, Inc. was founded in 1919 and is headquartered in Thomasville, Georgia.",Packaged Foods,Consumer Defensive,United States,True,1465965952.0,5273825792.0,BBB-,BBB-,0.003
FLR,Fluor Corporation,"Fluor Corporation provides engineering, procurement, and construction (EPC); fabrication and modularization; and project management services worldwide. The company operates through three segments: Urban Solutions, Energy Solutions, and Mission Solutions. The Urban Solutions segment offers EPC and project management services to the advanced technologies and manufacturing, life sciences, mining and metals, and infrastructure industries. This segment also provides professional staffing services to the company and third-party clients with technical, professional, and craft resources on a contract or permanent placement basis, as well as maintenance services. The Energy Solutions segment offers EPC services for traditional oil and gas markets, including the production and fuels, chemicals, LNG, and power markets. This segment also provides solutions to the energy transition markets, including nuclear power and other low-carbon energy sources, asset decarbonization, carbon capture, renewable fuels, waste-to-energy, green chemicals, and hydrogen; and consulting services, such as feasibility studies, process assessments, and project finance structuring. The Mission Solutions segment offers technical solutions to the U.S. and other governments, as well as it provides site management, environmental remediation, and decommissioning for nuclear remediation at governmental facilities, as well as services to commercial nuclear clients. It also delivers solutions for nuclear security and operation, nuclear waste management, and laboratory management; and operation and maintenance, logistics, EPC, and life support solutions for mission-critical facilities across U.S. military service organizations. The company was founded in 1912 and is headquartered in Irving, Texas.",Engineering & Construction,Industrials,United States,True,1071000000.0,15184000000.0,BB+,BB+,0.006
FLS,Flowserve Corporation,"Flowserve Corporation designs, manufactures, distributes, and services industrial flow management equipment in the United States, Canada, Mexico, Europe, the Middle East, Africa, and the Asia Pacific. The company operates in two segments, Flowserve Pumps Division (FPD) and Flow Control Division (FCD). It offers custom engineered pumps, pre-configured industrial pumps, pump systems, mechanical seals, auxiliary systems, replacement parts, and related services; and manufactures gas-lubricated mechanical seals for gas pipelines and in the energy production and process markets. The company also provides equipment services, including installation, commissioning services, seal systems spare parts, repairs, advanced diagnostics, re-rate and upgrade solutions, retrofit programs, and machining and asset management solutions. In addition, it offers engineered-to-order and configured-to-order isolation valves, control valves, valve automation products and related services and equipment; and actuators, positioners, and switches used to control, direct and manage the flow of liquids, gases and multi-phase fluids, and are a part of any flow control system. Further, the company provides equipment maintenance services for flow control systems, including advanced diagnostics, repair, installation, commissioning, retrofit programs, and field machining capabilities. It sells its products under the Valtek, Argus, Worcester, Limitorque, and Durco brands. The company serves oil and gas, power generation, chemical, water management and general industries, including pharmaceuticals, mining, food and beverage, steel, and pulp and paper industries. It distributes its products through direct sales, distributors, and sales representatives. Flowserve Corporation was founded in 1790 and is headquartered in Irving, Texas.",Specialty Industrial Machinery,Industrials,United States,True,1890324992.0,4652985856.0,BBB-,BBB-,0.003
FLS.CO,FLSmidth & Co. A/S,"FLSmidth & Co. A/S provides flowsheet technology and service solutions for the mining industries in Denmark, the United States of America, Canada, Chile, Brazil, Peru, Australia, North and South America, Europe, the Middle East, Africa, and Asia. The company operates through three segments: Service; Products; and Pumps, Cyclones & Valves (PC&V). The company offers mineral processing equipment, such as hydrocyclones and REFLUX classifiers; cone and roll crushers, crushing stations, gyratory and jaw crushers, and sizers; centrifuges, thickeners and clarifiers, and filters; apron and belt feeders, buffalo and vibrating feeders, mine hoists, hybrid apron feeders, and mine shaft equipment; and attrition scrubbers, column and forced-air flotation cells, mixed and self-aspirated flotation cells, and REFLUX and coarse flotation cells. It also includes ball and vertical fine grinding mills, and SAG and AG mills; laboratory equipment, such as automated laboratories, crushing, dividing, drying, drying, pulverizing, and thermogravimetric analysis equipment; carbon ADR plants and regeneration kilns, precious metals electrowinning and refinery, gravity concentration, mercury retort and abatement systems, Merrill Crowe systems, and cyanide leaches; flash dryers and heaters, gas suspension calciners, gear drive rotary and temperature shaft kilns, indirectly heated rotary kilns, multiple hearth furnaces, and rotary dryers; screening equipment; and froth, heavy duty, high pressure, large solids, medium duty, mills, recessed impeller, split case, sump pumps, and valves. In addition, the company offers consumables; digital services; mining education; minerals testing laboratories; mining field services; process automation; service centers; spare parts; and upgrade, rebuild, and exchange services. The company was formerly known as FLS Industries and changed its name to FLSmidth & Co. A/S in January 2005. The company was founded in 1882 and is headquartered in Copenhagen, Denmark.",Specialty Industrial Machinery,Industrials,Denmark,False,375144513.62866974,2174366375.825592,,BBB,0.002
FLUT,Flutter Entertainment plc,"Flutter Entertainment plc operates as a sports betting and gaming company in the United States, the United Kingdom, Ireland, Australia, Italy, and internationally. It provides sportsbooks; iGaming products, such as blackjack, roulette, slot machines, poker, and rummy, as well as lottery products; and sports betting products, which include Betfair betting exchanges, daily fantasy sports, and horse racing wagering under the TVG brand. The company offers sports betting and gaming services through fanduel.com, tvg.com, betfair.com, paddypower.com, and paddypower.ie, sportsbet.com.au, pokerstars.com, betfair.com, sisal.it, maxbet.rs, and adjarabet.com websites under the FanDuel, Sky Betting & Gaming, Sportsbet, PokerStars, Paddy Power, Sisal, tombola, Betfair, TVG, Adjarabet, and MaxBet brands, as well as live poker tours and events. It also provides business-to-business pricing and risk management services. The company was formerly known as Paddy Power Betfair plc and changed its name to Flutter Entertainment plc in 2019. Flutter Entertainment plc was incorporated in 1958 and is headquartered in New York, New York.",Gambling,Consumer Cyclical,United States,True,12560000000.0,17022000128.0,BBB-,BBB-,0.003
FLUX.BR,Fluxys Belgium SA,"Fluxys Belgium SA, an infrastructure company, engages in transmission and storage of natural gas in Belgium. It offers terminalling services for liquefied natural gas (LNG); and transmits natural gas to distribution system operators, power stations, and industrial end-users in Belgium, as well as to transport natural gas to border points for transmission to other end-user markets in Europe. The company also provides storage services, which enables customers to use buffer capacity flexibly through underground storage facilities of gas in Loenhout, Belgium; and engages in sale of standard bundled packages, composed of injection, and storage and withdrawing capacity activities. In addition, it offers unloading and related services, including storage and regasification that transform the liquid gas into gas that can be injected in the grid; and transhipment services comprising ship-to-ship and ship-storage-ship. Further, the company is involved in the reinsurance business. Fluxys Belgium SA was incorporated in 1929 and is based in Brussels, Belgium. Fluxys Belgium SA is a subsidiary of Fluxys SA.",Oil & Gas Midstream,Energy,Belgium,False,2629384538.044739,881399378.3634186,,BBB-,0.003
FMC,FMC Corporation,"FMC Corporation, an agricultural sciences company, develops, markets, and sells crop protection chemicals in Latin America, North America, Europe, the Middle East, Africa, and Asia. The company offers crop protection chemicals, including insecticides, herbicides, and fungicides. It also provides biologicals, crop nutrition, and seed treatment products. It markets its products through its sales organization and alliance partners, independent distributors, and sales representatives. The company was founded in 1883 and is headquartered in Philadelphia, Pennsylvania.",Agricultural Inputs,Basic Materials,United States,True,4656600064.0,3434599936.0,BB+,BB,0.01
FMG.AX,Fortescue Ltd,"Fortescue Ltd engages in the exploration, development, production, processing, and sale of iron ore in Australia, China, and internationally. The company explores for copper and lithium deposits; and rare earth elements. It owns and operates rail and port facilities; and focuses on producing green energy and green hydrogen, including derivatives comprising green ammonia, as well as green technology development and manufacturing. The company was formerly known as Fortescue Metals Group Limited and changed its name to Fortescue Ltd in November 2023. Fortescue Ltd was incorporated in 1983 and is headquartered in Perth, Australia.",Other Industrial Metals & Mining,Basic Materials,Australia,False,5756000256.0,16341999616.0,,BBB,0.002
FMS,Fresenius Medical Care AG,"Fresenius Medical Care AG provides dialysis and related services for individuals with renal diseases in Germany, the United States, and internationally. The company offers dialysis treatment and related laboratory and diagnostic services through a network of outpatient dialysis clinics; materials, training, and patient support services comprising clinical monitoring, follow-up assistance, and arranging for delivery of the supplies to the patient's residence; and dialysis services under contract to hospitals in the United States for the hospitalized end-stage renal disease (ESRD) patients and for patients suffering from acute kidney failure. The company operates through Care Delivery and Care Enablement segments. It also develops, manufactures, and distributes various health care products, including hemodialysis machines, peritoneal dialysis cyclers, peritoneal dialysis solutions, hemodialysis concentrates, solutions and granulates, bloodlines, renal pharmaceuticals, systems for water treatment, and acute cardiopulmonary and apheresis products. In addition, the company develops, acquires, and in-licenses renal pharmaceuticals; offers renal medications and supplies to patients at homes or to dialysis clinics; and provides vascular specialty, ambulatory surgery center, physician nephrology practice management, pharmacy and other services. The company sells its products to dialysis clinics, hospitals, and specialized treatment clinics, as well as through local sales forces, independent distributors, dealers, and sales agents. The company was incorporated in 1996 and is headquartered in Bad Homburg, Germany.",Medical Care Facilities,Healthcare,Germany,True,12658098267.376709,22187155473.48633,BBB,BBB+,0.0015
FN,Fabrinet,"Fabrinet provides optical packaging and precision optical, electro-mechanical, and electronic manufacturing services in North America, the Asia-Pacific, and Europe. The company offers a range of advanced optical and electro-mechanical capabilities in the manufacturing process, including process design and engineering, supply chain management, manufacturing, printed circuit board assembly, packaging, integration, final assembly, and testing. Its products include switching products, including reconfigurable optical add-drop multiplexers, optical amplifiers, modulators, and other optical components and modules that enable network managers to route voice, video, and data communications traffic through fiber optic cables at various wavelengths, speeds, and over various distances. The company's products also comprise transceivers, tunable lasers, and transponders; and active optical cables, which provide high-speed interconnect capabilities for data centers and computing clusters, as well as Infiniband, Ethernet, fiber channel, and optical backplane connectivity. In addition, it provides solid state, diode-pumped, gas, and fiber lasers used in semiconductor processing, biotechnology and medical device, metrology, and material processing industries; and differential pressure, micro-gyro, fuel, and other sensors used in automobiles, as well as non-contact temperature measurement sensors for the medical industry. Further, the company designs and fabricates application-specific crystals, lenses, prisms, mirrors, laser components, and substrates; and other custom and standard borosilicate, clear fused quartz, and synthetic fused silica glass products. It serves original equipment manufacturers of optical communication components, modules and sub-systems, industrial lasers, automotive components, medical devices, and sensors. The company was incorporated in 1999 and is based in George Town, the Cayman Islands.",Electronic Components,Technology,Cayman Islands,False,4425000.0,4235001088.0,,BB,0.01
FNAC.PA,Fnac Darty SA,"Fnac Darty SA engages in the retail of entertainment and leisure products, consumer electronics, and domestic appliances in France, Switzerland, Belgium, Luxembourg, and the Iberian Peninsula. The company provides consumer electronics, including desktop computers, laptops, tablets, software, printers, e-readers, telephones and office products, and accessories, as well as various connected products; c and photography accessories; televisions and video accessories, such as DVD players, Blu-ray players, and other accessories; and audio items and accessories comprising headphones, docking stations, and related accessories. It offers editorial products, including hard copy and digital books; discs comprising music CDs and vinyl products, and video DVDs and Blu-ray discs; video games and gaming consoles; and gadgets, t-shirts, musical instruments, and others. In addition, the company offers refrigerators/freezers, cooking equipment, dishwashers, and washing machines/dryers; vacuum cleaners, and kitchen devices and accessories, as well as laundry, body care, and water/air treatment appliances; and kitchen units, home and design products, games and toys, urban mobility, stationery, food and beverage, and wellbeing products. Further, the company provides warranty extension, product insurance sale and maintenance, repair subscription sale, after-sale, ticketing, and delivery and installation services, as well as services that enhance product accessibility; sells membership cards; receives commissions through marketplace and partnerships with suppliers, and royalties from stores operated under franchise; and operates Retailink, an omnichannel retail media agency. It sells its products through its stores and e-commerce websites. The company was incorporated in 1917 and is based in Ivry-sur-Seine, France.",Specialty Retail,Consumer Cyclical,France,False,2895243386.904907,11839311424.89624,,BBB,0.002
FND,"Floor & Decor Holdings, Inc.","Floor & Decor Holdings, Inc., together with its subsidiaries, operates as a multi-channel specialty retailer of hard surface flooring and related accessories, and commercial surfaces seller in the United States. The company offers wood-based laminate flooring, vinyl, and engineered/composite rigid core vinyl; porcelain and ceramic tile, porcelain mosaics and tile slabs; grout, mortar, backer board, tools, adhesives, underlayments, moldings, and stair treads; and decorative tiles and mosaics, such as natural stone, porcelain, ceramic, glass, wall tile, and decorative trims. The company also provides solid prefinished and unfinished hardwood, engineered hardwood, bamboo, and wood countertops; marble, limestone, travertine, slate, ledger; and vanities, shower doors, bath accessories, faucets, sinks, custom countertops, bathroom mirrors, bathroom lighting, and kitchen cabinets. It sells products through its warehouse-format stores and five small-format design studios, as well as through Website, FloorandDecor.com. The company serves professional installers, commercial businesses, and homeowners. The company was formerly known as FDO Holdings, Inc. and changed its name to Floor & Decor Holdings, Inc. in April 2017. Floor & Decor Holdings, Inc. was founded in 2000 and is headquartered in Atlanta, Georgia.",Home Improvement Retail,Consumer Cyclical,United States,True,2006609024.0,4675625984.0,BB,BB,0.01
FNM.MI,FNM S.p.A.,"FNM S.p.A. engages in the sustainable mobility solutions in Italy. The company operates through the Freeways, Railway Infrastructure, Energy, RO.S.CO., and Mobility and Services segments. The company is involved in the design, construction, and management of motorways and the ring roads, terminal management activity, the renewable energy business, the development of new plants, the rental of rolling stock with an owned fleet in the public transport and freight transport sector, the sale of tickets, subcontracting activities, and car-sharing business. It also provides technical and administrative support services for infrastructure investments; and the management, maintenance, design, and construction services. The company was formerly known as Ferrovie Nord Milano. FNM S.p.A. was incorporated in 1877 and is headquartered in Milan, Italy. FNM S.p.A. operates as a subsidiary of Regione Lombardia.",Railroads,Industrials,Italy,False,1226194760.0845337,986472189.712143,,BBB,0.002
FNTN.DE,freenet AG,"freenet AG provides telecommunications, broadcasting, and multimedia services for mobile communications/mobile internet, and digital lifestyle sectors in Germany. It operates through Mobile Communications, TV and Media, and Other/Holding segments. The Mobile Communications segment engages in marketing mobile communications services, which include voice and data services from the mobile network operators; planning, set up, installation, and maintenance services for WiFi networks; and selling and distribution of mobile devices, as well as offering additional services for mobile data communications and digital lifestyle. This segment also provides network-independent services and tariffs; tariffs of the network operators; and freenet Internet, an app-based Internet product. The TV and Media segment is involved in the planning, project management, construction, operation, service, and marketing services for broadcast-related solutions for business clients in the broadcasting and media sectors; and the provision of services to end users in the field of DVB-T2 and IPTV. The Other/Holding segment offers portal services, such as e-commerce/advertising services; payment services; various digital products and entertainment formats for downloading and displaying, as well as use on mobile devices; communication development solutions, IT services, and other services; narrowband voice services; data services; and distribution services. The company was formerly known as telunico holding AG and changed its name to freenet AG in March 2005. freenet AG was incorporated in 2005 and is headquartered in Büdelsdorf, Germany.",Telecom Services,Communication Services,Germany,False,795300860.7223511,3007793598.4924316,,A-,0.001
FOJCY,Fortum Oyj,"Fortum Oyj, together with its subsidiaries, engages in the generation and sale of electricity and heat to private and business customers in Finland, Sweden, Norway, Poland, and internationally. It operates through Generation, Consumer Solutions, and Other Operations segments. The Generation segment offers low-carbon hydro, nuclear, onshore wind, and solar power generation; district heating and cooling; and decarbonization services. The Consumer Solutions segment offers invoicing and customer services; electricity and related value-added products; and digital services for consumers, including small- and medium-sized enterprises. It is also involved in the electricity and gas retail business; power trading and energy supply services; industrial site development; and battery recycling activities. The company was formerly known as IVO-Neste Yhtymä Oyj and changed its name to Fortum Oyj in June 1998. Fortum Oyj was incorporated in 1998 and is headquartered in Espoo, Finland.",Utilities - Renewable,Utilities,Finland,True,4595988186.520386,6119197214.129639,BBB+,BBB,0.002
FOUR.L,4imprint Group plc,"4imprint Group plc, together with its subsidiaries, operates as a direct marketer of promotional products in North America, the United Kingdom, and Ireland. The company markets apparel, bags, drinkware, writing, stationery, outdoors and leisure, auto, home, tools, wellness and safety technology, trade show and signage, and awards and office products under the Crossland, Refresh, Taskright, and mainsail brands. It serves customers in the commercial, governmental, educational, charitable, religious, and other markets. The company was formerly known as Bemrose Corporation Public Limited Company and changed its name to 4imprint Group plc in August 2000. 4imprint Group plc was incorporated in 1921 and is based in London, the United Kingdom.",Advertising Agencies,Communication Services,United Kingdom,False,3400000.0,1346800000.0,,BBB-,0.003
FOX,Fox Corporation,"Fox Corporation operates as a news, sports, and entertainment company in the United States. It operates in four segments: Cable Network Programming, Television, Credible, and The FOX Studio Lot. The Cable Network Programming segment produces and licenses news and sports content for distribution through traditional cable television systems, direct broadcast satellite operators, telecommunication companies, virtual multi-channel video programming distributors, and other digital platforms. Its Television segment produces, acquires, markets, and distributes programming through the FOX broadcast network, advertising-supported video-on-demand service Tubi, and operates full power broadcast television stations, including duopolies and other digital platforms. This segment also produces content for third parties. The Credible segment engages in the consumer finance marketplace. Its FOX Studio Lot segment provides television and film production services along with office space, studio operation services, and all operations of the facility. Fox Corporation was incorporated in 2018 and is headquartered in New York, New York.",Entertainment,Communication Services,United States,True,7574000128.0,16200999936.0,BBB,BBB,0.002
FOXF,Fox Factory Holding Corp.,"Fox Factory Holding Corp. designs, engineers, manufactures, and markets performance-defining products and systems in North America, Europe, Asia, and internationally. It operates through Powered Vehicles Group (PVG), Aftermarket Applications Group (AAG), and Specialty Sports Group (SSG) segments. The company offers powered vehicle products for off-road vehicles and trucks, side-by-sides, on-road vehicles with and without off-road capabilities, all-terrain vehicles, snowmobiles, specialty vehicles and applications, and motorcycles; aftermarket truck suspension components, including two-inch bolt-on shocks and position sensitive internal bypass shocks; and suspension systems, as well as motorcycle shocks, forks, cushioning, and hydraulic components. It also provides lift kits and components with shock products; aftermarket accessory packages for trucks; suspension tuning services; wheels, off-road tires, and accessories; superchargers, interior accessories, tires, lighting, and body enhancements; and mid-end and high-end front fork and rear suspension products. In addition, the company offers mountain and gravel bike wheels; cranks, chainrings, pedals, bars, stems, and seat posts; and baseball and softball products comprising metal and wood bats, apparel and accessories, batting and fielding gloves, and bags and protective equipment. Further, it provides aftermarket applications products; upfitting products; and mountain bikes, e-bikes, and gravel bikes. The company sells its products to OEMs through dealers, distributors, and direct-to-consumer channels under the FOX, Marzocchi, Race Face, Easton Cycling, Marucci, BDS Suspension, Zone Offroad, JKS Manufacturing, RT Pro UTV, 4x4 Posi-Lok, Ridetech, Fox Factory Vehicles, Black Widow, Rocky Ridge, Outside Van, Custom Wheel House, Method Race Wheels, Badlander, Black Ops, Harley-Davidson, and Shelby American brands. Fox Factory Holding Corp. was incorporated in 2007 and is based in Duluth, Georgia.",Auto Parts,Consumer Cyclical,United States,False,787393024.0,1480947968.0,,BB,0.01
FPH.NZ,Fisher & Paykel Healthcare Corporation Limited,"Fisher & Paykel Healthcare Corporation Limited, together with its subsidiaries, designs, manufactures, markets, and sells medical device products and systems in North America, Europe, the Asia Pacific, and internationally. The company provides its products for use in acute and chronic respiratory care, and surgery, as well as the treatment of obstructive sleep apnea (OSA) in the home and hospital. It also offers adult respiratory products, including airvo system, optiflow nasal high flow therapy, invasive ventilation, and noninvasive ventilation. In addition, the company provides infant respiratory products, such as resuscitation, invasive ventilation, continuous positive airway pressure (CPAP), and nasal high flow products. Further, it offers hospital products comprising humidification products, breathing circuits, chambers, masks, nasal cannulas, surgical, accessories, and interfaces; and homecare products that include masks, CPAP devices, software and data management products, and humidifiers. Fisher & Paykel Healthcare Corporation Limited was founded in 1934 and is headquartered in Auckland, New Zealand.",Medical Instruments & Supplies,Healthcare,New Zealand,False,83729722.86343575,1322941156.5733032,,BBB+,0.0015
FQVLF,First Quantum Minerals Ltd.,"First Quantum Minerals Ltd., together with its subsidiaries, engages in the exploration, development, and production of mineral properties. It primarily explores for copper, gold, nickel, silver, and zinc products. Its flagship project is the 100% owned Kansanshi project located in the northwestern Province of Zambia. The company was formerly known as First Quantum Ventures Ltd. and changed its name to First Quantum Minerals Ltd. in July 1996. The company was incorporated in 1983 and is based in Vancouver, Canada.",Copper,Basic Materials,Canada,True,7495000064.0,5450999808.0,B,BB-,0.015
